time_s,eda_uS,phase
-20.0,7.79,pre
-19.9,7.79,pre
-19.8,7.79,pre
-19.7,7.79,pre
-19.6,7.79,pre
-19.5,7.76,pre
-19.4,7.79,pre
-19.3,7.74,pre
-19.2,7.74,pre
-19.1,7.74,pre
-19.0,7.74,pre
-18.9,7.74,pre
-18.8,7.71,pre
-18.7,7.71,pre
-18.6,7.71,pre
-18.5,7.71,pre
-18.4,7.69,pre
-18.3,7.69,pre
-18.2,7.69,pre
-18.1,7.64,pre
-18.0,7.64,pre
-17.9,7.64,pre
-17.8,7.64,pre
-17.7,7.64,pre
-17.6,7.64,pre
-17.5,7.64,pre
-17.4,7.67,pre
-17.3,7.64,pre
-17.2,7.67,pre
-17.1,7.64,pre
-17.0,7.64,pre
-16.9,7.64,pre
-16.8,7.62,pre
-16.7,7.62,pre
-16.6,7.59,pre
-16.5,7.62,pre
-16.4,7.59,pre
-16.3,7.59,pre
-16.2,7.62,pre
-16.1,7.59,pre
-16.0,7.62,pre
-15.9,7.57,pre
-15.8,7.57,pre
-15.7,7.57,pre
-15.6,7.57,pre
-15.5,7.57,pre
-15.4,7.59,pre
-15.3,7.59,pre
-15.2,7.57,pre
-15.1,7.54,pre
-15.0,7.57,pre
-14.9,7.57,pre
-14.8,7.57,pre
-14.7,7.54,pre
-14.6,7.54,pre
-14.5,7.57,pre
-14.4,7.54,pre
-14.3,7.57,pre
-14.2,7.59,pre
-14.1,7.59,pre
-14.0,7.59,pre
-13.9,7.52,pre
-13.8,7.57,pre
-13.7,7.62,pre
-13.6,7.59,pre
-13.5,7.62,pre
-13.4,7.62,pre
-13.3,7.64,pre
-13.2,7.64,pre
-13.1,7.64,pre
-13.0,7.67,pre
-12.9,7.64,pre
-12.8,7.64,pre
-12.7,7.64,pre
-12.6,7.69,pre
-12.5,7.69,pre
-12.4,7.69,pre
-12.3,7.74,pre
-12.2,7.79,pre
-12.1,7.84,pre
-12.0,7.96,pre
-11.9,8.01,pre
-11.8,8.11,pre
-11.7,8.2,pre
-11.6,8.28,pre
-11.5,8.37,pre
-11.4,8.42,pre
-11.3,8.45,pre
-11.2,8.5,pre
-11.1,8.52,pre
-11.0,8.52,pre
-10.9,8.54,pre
-10.8,8.57,pre
-10.7,8.57,pre
-10.6,8.57,pre
-10.5,8.57,pre
-10.4,8.57,pre
-10.3,8.54,pre
-10.2,8.54,pre
-10.1,8.54,pre
-10.0,8.52,pre
-9.9,8.5,pre
-9.8,8.47,pre
-9.7,8.45,pre
-9.6,8.42,pre
-9.5,8.4,pre
-9.4,8.4,pre
-9.3,8.37,pre
-9.2,8.37,pre
-9.1,8.33,pre
-9.0,8.33,pre
-8.9,8.3,pre
-8.8,8.28,pre
-8.7,8.3,pre
-8.6,8.3,pre
-8.5,8.3,pre
-8.4,8.28,pre
-8.3,8.28,pre
-8.2,8.25,pre
-8.1,8.25,pre
-8.0,8.23,pre
-7.9,8.23,pre
-7.8,8.23,pre
-7.7,8.18,pre
-7.6,8.18,pre
-7.5,8.18,pre
-7.4,8.18,pre
-7.3,8.15,pre
-7.2,8.15,pre
-7.1,8.13,pre
-7.0,8.13,pre
-6.9,8.13,pre
-6.8,8.11,pre
-6.7,8.11,pre
-6.6,8.08,pre
-6.5,8.11,pre
-6.4,8.08,pre
-6.3,8.08,pre
-6.2,8.08,pre
-6.1,8.06,pre
-6.0,8.03,pre
-5.9,8.03,pre
-5.8,8.06,pre
-5.7,8.03,pre
-5.6,8.03,pre
-5.5,8.01,pre
-5.4,8.03,pre
-5.3,8.06,pre
-5.2,8.03,pre
-5.1,8.03,pre
-5.0,8.01,pre
-4.9,7.98,pre
-4.8,7.98,pre
-4.7,7.98,pre
-4.6,7.98,pre
-4.5,7.98,pre
-4.4,7.93,pre
-4.3,7.96,pre
-4.2,7.96,pre
-4.1,7.96,pre
-4.0,7.96,pre
-3.9,7.96,pre
-3.8,7.91,pre
-3.7,7.91,pre
-3.6,7.93,pre
-3.5,7.93,pre
-3.4,7.91,pre
-3.3,7.91,pre
-3.2,7.93,pre
-3.1,7.96,pre
-3.0,7.93,pre
-2.9,7.96,pre
-2.8,7.98,pre
-2.7,7.98,pre
-2.6,8.01,pre
-2.5,8.01,pre
-2.4,8.03,pre
-2.3,8.08,pre
-2.2,8.08,pre
-2.1,8.08,pre
-2.0,8.11,pre
-1.9,8.08,pre
-1.8,8.11,pre
-1.7,8.11,pre
-1.6,8.11,pre
-1.5,8.11,pre
-1.4,8.08,pre
-1.3,8.11,pre
-1.2,8.08,pre
-1.1,8.08,pre
-1.0,8.08,pre
-0.9,8.08,pre
-0.8,8.08,pre
-0.7,8.08,pre
-0.6,8.06,pre
-0.5,8.08,pre
-0.4,8.06,pre
-0.3,8.03,pre
-0.2,8.06,pre
-0.1,8.06,pre
0.0,8.03,stroking
0.1,8.03,stroking
0.2,8.01,stroking
0.3,8.01,stroking
0.4,8.01,stroking
0.5,8.01,stroking
0.6,7.98,stroking
0.7,7.98,stroking
0.8,7.98,stroking
0.9,7.98,stroking
1.0,7.98,stroking
1.1,7.98,stroking
1.2,7.96,stroking
1.3,7.96,stroking
1.4,7.96,stroking
1.5,7.96,stroking
1.6,7.93,stroking
1.7,7.96,stroking
1.8,7.96,stroking
1.9,7.93,stroking
2.0,7.96,stroking
2.1,7.98,stroking
2.2,8.06,stroking
2.3,8.15,stroking
2.4,8.28,stroking
2.5,8.4,stroking
2.6,8.57,stroking
2.7,8.72,stroking
2.8,8.89,stroking
2.9,9.01,stroking
3.0,9.11,stroking
3.1,9.18,stroking
3.2,9.25,stroking
3.3,9.33,stroking
3.4,9.35,stroking
3.5,9.37,stroking
3.6,9.4,stroking
3.7,9.4,stroking
3.8,9.4,stroking
3.9,9.4,stroking
4.0,9.42,stroking
4.1,9.4,stroking
4.2,9.4,stroking
4.3,9.37,stroking
4.4,9.37,stroking
4.5,9.35,stroking
4.6,9.33,stroking
4.7,9.3,stroking
4.8,9.25,stroking
4.9,9.23,stroking
5.0,9.2,stroking
5.1,9.18,stroking
5.2,9.16,stroking
5.3,9.16,stroking
5.4,9.16,stroking
5.5,9.13,stroking
5.6,9.13,stroking
5.7,9.11,stroking
5.8,9.08,stroking
5.9,9.08,stroking
6.0,9.06,stroking
6.1,9.06,stroking
6.2,9.06,stroking
6.3,9.06,stroking
6.4,9.01,stroking
6.5,8.98,stroking
6.6,8.98,stroking
6.7,8.98,stroking
6.8,8.94,stroking
6.9,8.96,stroking
7.0,8.98,stroking
7.1,8.98,stroking
7.2,9.03,stroking
7.3,9.13,stroking
7.4,9.2,stroking
