time_s,eda_uS,phase
-20.0,9.35,pre
-19.9,9.35,pre
-19.8,9.37,pre
-19.7,9.33,pre
-19.6,9.35,pre
-19.5,9.33,pre
-19.4,9.35,pre
-19.3,9.33,pre
-19.2,9.33,pre
-19.1,9.33,pre
-19.0,9.35,pre
-18.9,9.3,pre
-18.8,9.33,pre
-18.7,9.33,pre
-18.6,9.33,pre
-18.5,9.25,pre
-18.4,9.3,pre
-18.3,9.35,pre
-18.2,9.3,pre
-18.1,9.3,pre
-18.0,9.28,pre
-17.9,9.3,pre
-17.8,9.3,pre
-17.7,9.28,pre
-17.6,9.33,pre
-17.5,9.28,pre
-17.4,9.28,pre
-17.3,9.25,pre
-17.2,9.25,pre
-17.1,9.25,pre
-17.0,9.28,pre
-16.9,9.25,pre
-16.8,9.3,pre
-16.7,9.25,pre
-16.6,9.23,pre
-16.5,9.28,pre
-16.4,9.25,pre
-16.3,9.25,pre
-16.2,9.23,pre
-16.1,9.23,pre
-16.0,9.25,pre
-15.9,9.25,pre
-15.8,9.23,pre
-15.7,9.23,pre
-15.6,9.23,pre
-15.5,9.23,pre
-15.4,9.23,pre
-15.3,9.23,pre
-15.2,9.23,pre
-15.1,9.23,pre
-15.0,9.23,pre
-14.9,9.23,pre
-14.8,9.2,pre
-14.7,9.2,pre
-14.6,9.2,pre
-14.5,9.2,pre
-14.4,9.23,pre
-14.3,9.25,pre
-14.2,9.2,pre
-14.1,9.2,pre
-14.0,9.2,pre
-13.9,9.2,pre
-13.8,9.2,pre
-13.7,9.16,pre
-13.6,9.16,pre
-13.5,9.16,pre
-13.4,9.16,pre
-13.3,9.16,pre
-13.2,9.16,pre
-13.1,9.18,pre
-13.0,9.18,pre
-12.9,9.2,pre
-12.8,9.2,pre
-12.7,9.2,pre
-12.6,9.23,pre
-12.5,9.2,pre
-12.4,9.2,pre
-12.3,9.18,pre
-12.2,9.2,pre
-12.1,9.2,pre
-12.0,9.18,pre
-11.9,9.18,pre
-11.8,9.18,pre
-11.7,9.18,pre
-11.6,9.18,pre
-11.5,9.2,pre
-11.4,9.18,pre
-11.3,9.18,pre
-11.2,9.16,pre
-11.1,9.2,pre
-11.0,9.2,pre
-10.9,9.18,pre
-10.8,9.18,pre
-10.7,9.18,pre
-10.6,9.18,pre
-10.5,9.18,pre
-10.4,9.18,pre
-10.3,9.18,pre
-10.2,9.2,pre
-10.1,9.13,pre
-10.0,9.2,pre
-9.9,9.2,pre
-9.8,9.2,pre
-9.7,9.2,pre
-9.6,9.2,pre
-9.5,9.23,pre
-9.4,9.2,pre
-9.3,9.23,pre
-9.2,9.2,pre
-9.1,9.23,pre
-9.0,9.23,pre
-8.9,9.2,pre
-8.8,9.23,pre
-8.7,9.23,pre
-8.6,9.28,pre
-8.5,9.23,pre
-8.4,9.2,pre
-8.3,9.23,pre
-8.2,9.23,pre
-8.1,9.23,pre
-8.0,9.2,pre
-7.9,9.2,pre
-7.8,9.25,pre
-7.7,9.18,pre
-7.6,9.23,pre
-7.5,9.18,pre
-7.4,9.2,pre
-7.3,9.2,pre
-7.2,9.2,pre
-7.1,9.23,pre
-7.0,9.2,pre
-6.9,9.2,pre
-6.8,9.2,pre
-6.7,9.2,pre
-6.6,9.23,pre
-6.5,9.2,pre
-6.4,9.23,pre
-6.3,9.23,pre
-6.2,9.2,pre
-6.1,9.2,pre
-6.0,9.18,pre
-5.9,9.23,pre
-5.8,9.18,pre
-5.7,9.2,pre
-5.6,9.2,pre
-5.5,9.2,pre
-5.4,9.18,pre
-5.3,9.2,pre
-5.2,9.18,pre
-5.1,9.18,pre
-5.0,9.2,pre
-4.9,9.18,pre
-4.8,9.2,pre
-4.7,9.18,pre
-4.6,9.18,pre
-4.5,9.18,pre
-4.4,9.18,pre
-4.3,9.18,pre
-4.2,9.2,pre
-4.1,9.18,pre
-4.0,9.18,pre
-3.9,9.16,pre
-3.8,9.2,pre
-3.7,9.18,pre
-3.6,9.18,pre
-3.5,9.16,pre
-3.4,9.18,pre
-3.3,9.16,pre
-3.2,9.18,pre
-3.1,9.16,pre
-3.0,9.18,pre
-2.9,9.16,pre
-2.8,9.18,pre
-2.7,9.25,pre
-2.6,9.18,pre
-2.5,9.16,pre
-2.4,9.16,pre
-2.3,9.11,pre
-2.2,9.13,pre
-2.1,9.16,pre
-2.0,9.13,pre
-1.9,9.13,pre
-1.8,9.16,pre
-1.7,9.13,pre
-1.6,9.18,pre
-1.5,9.16,pre
-1.4,9.13,pre
-1.3,9.13,pre
-1.2,9.11,pre
-1.1,9.13,pre
-1.0,9.16,pre
-0.9,9.16,pre
-0.8,9.16,pre
-0.7,9.16,pre
-0.6,9.08,pre
-0.5,9.13,pre
-0.4,9.13,pre
-0.3,9.13,pre
-0.2,9.13,pre
-0.1,9.13,pre
0.0,9.11,stroking
0.1,9.11,stroking
0.2,9.08,stroking
0.3,9.16,stroking
0.4,9.08,stroking
0.5,9.08,stroking
0.6,9.13,stroking
0.7,9.08,stroking
0.8,9.08,stroking
0.9,9.08,stroking
1.0,9.08,stroking
1.1,9.03,stroking
1.2,9.06,stroking
1.3,9.06,stroking
1.4,9.13,stroking
1.5,9.08,stroking
1.6,9.08,stroking
1.7,9.06,stroking
1.8,9.06,stroking
1.9,9.06,stroking
2.0,9.06,stroking
2.1,9.06,stroking
2.2,9.06,stroking
2.3,9.06,stroking
2.4,9.06,stroking
2.5,9.08,stroking
2.6,9.06,stroking
2.7,9.06,stroking
2.8,9.06,stroking
2.9,9.06,stroking
3.0,9.03,stroking
3.1,9.06,stroking
3.2,9.06,stroking
3.3,9.03,stroking
3.4,9.06,stroking
3.5,9.06,stroking
3.6,9.01,stroking
3.7,9.03,stroking
3.8,9.06,stroking
3.9,9.01,stroking
4.0,9.11,stroking
4.1,9.03,stroking
4.2,9.03,stroking
4.3,9.03,stroking
4.4,9.03,stroking
4.5,9.03,stroking
4.6,9.03,stroking
4.7,9.03,stroking
4.8,8.98,stroking
4.9,9.01,stroking
5.0,9.03,stroking
5.1,9.01,stroking
5.2,9.01,stroking
5.3,9.06,stroking
5.4,9.03,stroking
5.5,9.01,stroking
5.6,9.01,stroking
5.7,9.01,stroking
5.8,9.01,stroking
5.9,9.01,stroking
6.0,9.03,stroking
6.1,9.01,stroking
6.2,9.01,stroking
6.3,9.01,stroking
6.4,9.01,stroking
6.5,9.01,stroking
6.6,9.01,stroking
6.7,8.98,stroking
6.8,9.03,stroking
6.9,9.01,stroking
7.0,8.96,stroking
7.1,8.98,stroking
7.2,9.01,stroking
7.3,9.01,stroking
7.4,9.01,stroking
7.5,8.98,stroking
7.6,9.03,stroking
7.7,8.98,stroking
7.8,9.01,stroking
7.9,9.01,stroking
8.0,8.98,stroking
8.1,9.06,stroking
8.2,9.01,stroking
8.3,8.98,stroking
8.4,9.01,stroking
8.5,8.98,stroking
8.6,8.98,stroking
8.7,8.98,stroking
8.8,8.98,stroking
8.9,8.96,stroking
9.0,8.98,stroking
9.1,8.96,stroking
9.2,8.94,stroking
9.3,8.98,stroking
9.4,8.98,stroking
9.5,9.01,stroking
9.6,8.96,stroking
9.7,8.96,stroking
9.8,8.98,stroking
9.9,8.96,stroking
10.0,8.98,stroking
10.1,8.96,stroking
10.2,8.98,stroking
10.3,8.94,stroking
10.4,8.96,stroking
10.5,8.96,stroking
10.6,8.96,stroking
10.7,8.98,stroking
10.8,8.96,stroking
10.9,8.98,stroking
11.0,8.96,stroking
11.1,8.96,stroking
11.2,8.98,stroking
11.3,8.94,stroking
11.4,8.96,stroking
11.5,8.94,stroking
11.6,8.91,stroking
11.7,8.94,stroking
11.8,8.94,stroking
11.9,8.94,stroking
12.0,8.94,stroking
12.1,8.91,stroking
12.2,8.94,stroking
12.3,8.91,stroking
12.4,8.94,stroking
12.5,8.94,stroking
12.6,8.91,stroking
12.7,8.94,stroking
12.8,8.94,stroking
12.9,8.91,stroking
13.0,8.91,stroking
13.1,8.91,stroking
13.2,8.91,stroking
13.3,8.94,stroking
13.4,8.94,stroking
13.5,8.96,stroking
13.6,8.91,stroking
13.7,8.89,stroking
13.8,8.91,stroking
13.9,8.89,stroking
14.0,8.89,stroking
14.1,8.91,stroking
14.2,8.89,stroking
14.3,8.89,stroking
14.4,8.91,stroking
14.5,8.89,stroking
14.6,8.89,stroking
14.7,8.89,stroking
14.8,8.89,stroking
14.9,8.89,stroking
15.0,8.89,stroking
15.1,8.86,stroking
15.2,8.84,stroking
15.3,8.86,stroking
15.4,8.89,stroking
15.5,8.89,stroking
15.6,8.89,stroking
15.7,8.86,stroking
15.8,8.84,stroking
15.9,8.84,stroking
16.0,8.89,stroking
16.1,8.86,stroking
16.2,8.86,stroking
16.3,8.89,stroking
