time_s,eda_uS,phase
-20.0,10.91,pre
-19.9,10.89,pre
-19.8,10.89,pre
-19.7,10.89,pre
-19.6,10.89,pre
-19.5,10.86,pre
-19.4,10.84,pre
-19.3,10.82,pre
-19.2,10.82,pre
-19.1,10.82,pre
-19.0,10.79,pre
-18.9,10.77,pre
-18.8,10.74,pre
-18.7,10.77,pre
-18.6,10.74,pre
-18.5,10.77,pre
-18.4,10.74,pre
-18.3,10.72,pre
-18.2,10.72,pre
-18.1,10.72,pre
-18.0,10.72,pre
-17.9,10.69,pre
-17.8,10.67,pre
-17.7,10.67,pre
-17.6,10.69,pre
-17.5,10.67,pre
-17.4,10.67,pre
-17.3,10.64,pre
-17.2,10.67,pre
-17.1,10.64,pre
-17.0,10.62,pre
-16.9,10.62,pre
-16.8,10.62,pre
-16.7,10.6,pre
-16.6,10.62,pre
-16.5,10.57,pre
-16.4,10.57,pre
-16.3,10.57,pre
-16.2,10.55,pre
-16.1,10.52,pre
-16.0,10.55,pre
-15.9,10.52,pre
-15.8,10.52,pre
-15.7,10.52,pre
-15.6,10.52,pre
-15.5,10.55,pre
-15.4,10.57,pre
-15.3,10.6,pre
-15.2,10.64,pre
-15.1,10.64,pre
-15.0,10.67,pre
-14.9,10.64,pre
-14.8,10.62,pre
-14.7,10.6,pre
-14.6,10.57,pre
-14.5,10.57,pre
-14.4,10.55,pre
-14.3,10.52,pre
-14.2,10.47,pre
-14.1,10.47,pre
-14.0,10.45,pre
-13.9,10.38,pre
-13.8,10.35,pre
-13.7,10.33,pre
-13.6,10.3,pre
-13.5,10.25,pre
-13.4,10.18,pre
-13.3,10.13,pre
-13.2,10.11,pre
-13.1,10.11,pre
-13.0,10.11,pre
-12.9,10.11,pre
-12.8,10.11,pre
-12.7,10.08,pre
-12.6,10.08,pre
-12.5,10.08,pre
-12.4,10.13,pre
-12.3,10.13,pre
-12.2,10.18,pre
-12.1,10.16,pre
-12.0,10.16,pre
-11.9,10.18,pre
-11.8,10.18,pre
-11.7,10.18,pre
-11.6,10.16,pre
-11.5,10.16,pre
-11.4,10.13,pre
-11.3,10.13,pre
-11.2,10.11,pre
-11.1,10.08,pre
-11.0,10.06,pre
-10.9,10.06,pre
-10.8,10.03,pre
-10.7,10.03,pre
-10.6,10.01,pre
-10.5,9.96,pre
-10.4,9.96,pre
-10.3,9.96,pre
-10.2,9.94,pre
-10.1,9.94,pre
-10.0,9.94,pre
-9.9,9.89,pre
-9.8,9.86,pre
-9.7,9.86,pre
-9.6,9.84,pre
-9.5,9.84,pre
-9.4,9.81,pre
-9.3,9.81,pre
-9.2,9.79,pre
-9.1,9.77,pre
-9.0,9.79,pre
-8.9,9.77,pre
-8.8,9.77,pre
-8.7,9.74,pre
-8.6,9.74,pre
-8.5,9.72,pre
-8.4,9.72,pre
-8.3,9.69,pre
-8.2,9.67,pre
-8.1,9.69,pre
-8.0,9.67,pre
-7.9,9.64,pre
-7.8,9.67,pre
-7.7,9.67,pre
-7.6,9.67,pre
-7.5,9.62,pre
-7.4,9.62,pre
-7.3,9.57,pre
-7.2,9.59,pre
-7.1,9.57,pre
-7.0,9.55,pre
-6.9,9.55,pre
-6.8,9.55,pre
-6.7,9.55,pre
-6.6,9.55,pre
-6.5,9.52,pre
-6.4,9.52,pre
-6.3,9.52,pre
-6.2,9.52,pre
-6.1,9.5,pre
-6.0,9.47,pre
-5.9,9.47,pre
-5.8,9.47,pre
-5.7,9.45,pre
-5.6,9.47,pre
-5.5,9.45,pre
-5.4,9.47,pre
-5.3,9.45,pre
-5.2,9.42,pre
-5.1,9.42,pre
-5.0,9.42,pre
-4.9,9.4,pre
-4.8,9.4,pre
-4.7,9.4,pre
-4.6,9.4,pre
-4.5,9.4,pre
-4.4,9.4,pre
-4.3,9.4,pre
-4.2,9.37,pre
-4.1,9.35,pre
-4.0,9.37,pre
-3.9,9.35,pre
-3.8,9.35,pre
-3.7,9.35,pre
-3.6,9.33,pre
-3.5,9.33,pre
-3.4,9.3,pre
-3.3,9.33,pre
-3.2,9.35,pre
-3.1,9.33,pre
-3.0,9.33,pre
-2.9,9.33,pre
-2.8,9.33,pre
-2.7,9.3,pre
-2.6,9.3,pre
-2.5,9.28,pre
-2.4,9.3,pre
-2.3,9.28,pre
-2.2,9.28,pre
-2.1,9.28,pre
-2.0,9.28,pre
-1.9,9.28,pre
-1.8,9.28,pre
-1.7,9.25,pre
-1.6,9.28,pre
-1.5,9.28,pre
-1.4,9.23,pre
-1.3,9.25,pre
-1.2,9.25,pre
-1.1,9.23,pre
-1.0,9.25,pre
-0.9,9.2,pre
-0.8,9.23,pre
-0.7,9.2,pre
-0.6,9.2,pre
-0.5,9.23,pre
-0.4,9.23,pre
-0.3,9.2,pre
-0.2,9.23,pre
-0.1,9.18,pre
0.0,9.18,stroking
0.1,9.2,stroking
0.2,9.18,stroking
0.3,9.18,stroking
0.4,9.18,stroking
0.5,9.18,stroking
0.6,9.18,stroking
0.7,9.2,stroking
0.8,9.18,stroking
0.9,9.16,stroking
1.0,9.18,stroking
1.1,9.16,stroking
1.2,9.16,stroking
1.3,9.16,stroking
1.4,9.16,stroking
1.5,9.16,stroking
1.6,9.16,stroking
1.7,9.16,stroking
1.8,9.18,stroking
1.9,9.2,stroking
2.0,9.25,stroking
2.1,9.28,stroking
2.2,9.37,stroking
2.3,9.42,stroking
2.4,9.5,stroking
2.5,9.55,stroking
2.6,9.57,stroking
2.7,9.57,stroking
2.8,9.62,stroking
2.9,9.64,stroking
3.0,9.64,stroking
3.1,9.64,stroking
3.2,9.64,stroking
3.3,9.64,stroking
3.4,9.64,stroking
3.5,9.59,stroking
3.6,9.59,stroking
3.7,9.57,stroking
3.8,9.55,stroking
3.9,9.5,stroking
4.0,9.47,stroking
4.1,9.45,stroking
4.2,9.4,stroking
4.3,9.37,stroking
4.4,9.35,stroking
4.5,9.3,stroking
4.6,9.28,stroking
4.7,9.25,stroking
4.8,9.23,stroking
4.9,9.18,stroking
5.0,9.18,stroking
5.1,9.16,stroking
5.2,9.13,stroking
5.3,9.11,stroking
5.4,9.08,stroking
5.5,9.08,stroking
5.6,9.06,stroking
5.7,9.03,stroking
5.8,9.06,stroking
5.9,9.03,stroking
6.0,9.06,stroking
6.1,9.06,stroking
6.2,9.08,stroking
6.3,9.11,stroking
6.4,9.13,stroking
6.5,9.16,stroking
6.6,9.16,stroking
6.7,9.18,stroking
6.8,9.18,stroking
6.9,9.2,stroking
7.0,9.2,stroking
7.1,9.18,stroking
7.2,9.18,stroking
7.3,9.18,stroking
7.4,9.18,stroking
7.5,9.16,stroking
7.6,9.16,stroking
7.7,9.13,stroking
7.8,9.13,stroking
7.9,9.11,stroking
8.0,9.11,stroking
8.1,9.08,stroking
8.2,9.08,stroking
8.3,9.08,stroking
8.4,9.06,stroking
8.5,9.06,stroking
8.6,9.06,stroking
8.7,9.03,stroking
8.8,9.03,stroking
8.9,9.03,stroking
9.0,9.03,stroking
9.1,9.03,stroking
9.2,9.03,stroking
9.3,9.01,stroking
9.4,9.03,stroking
9.5,9.01,stroking
9.6,9.03,stroking
9.7,9.03,stroking
9.8,9.03,stroking
9.9,9.01,stroking
10.0,9.01,stroking
10.1,9.01,stroking
10.2,9.01,stroking
10.3,8.98,stroking
10.4,9.01,stroking
10.5,8.98,stroking
10.6,8.98,stroking
10.7,8.98,stroking
10.8,8.98,stroking
10.9,8.98,stroking
11.0,8.98,stroking
11.1,8.98,stroking
11.2,8.96,stroking
11.3,8.98,stroking
11.4,8.98,stroking
11.5,8.96,stroking
11.6,8.96,stroking
11.7,8.96,stroking
11.8,8.96,stroking
11.9,8.96,stroking
12.0,8.96,stroking
12.1,8.96,stroking
12.2,8.94,stroking
12.3,8.94,stroking
12.4,8.96,stroking
12.5,8.94,stroking
12.6,8.91,stroking
12.7,8.91,stroking
12.8,8.94,stroking
12.9,8.91,stroking
13.0,8.94,stroking
13.1,8.91,stroking
13.2,8.91,stroking
13.3,8.89,stroking
13.4,8.89,stroking
13.5,8.91,stroking
13.6,8.91,stroking
13.7,8.91,stroking
13.8,8.89,stroking
13.9,8.89,stroking
14.0,8.89,stroking
14.1,8.89,stroking
14.2,8.89,stroking
14.3,8.86,stroking
14.4,8.86,stroking
14.5,8.86,stroking
14.6,8.86,stroking
14.7,8.84,stroking
14.8,8.86,stroking
14.9,8.84,stroking
15.0,8.84,stroking
15.1,8.84,stroking
15.2,8.84,stroking
15.3,8.81,stroking
15.4,8.84,stroking
15.5,8.81,stroking
15.6,8.81,stroking
15.7,8.81,stroking
15.8,8.81,stroking
15.9,8.81,stroking
16.0,8.81,stroking
16.1,8.81,stroking
16.2,8.81,stroking
16.3,8.79,stroking
16.4,8.79,stroking
16.5,8.79,stroking
16.6,8.79,stroking
16.7,8.76,stroking
16.8,8.79,stroking
16.9,8.76,stroking
17.0,8.76,stroking
17.1,8.76,stroking
17.2,8.76,stroking
17.3,8.76,stroking
17.4,8.76,stroking
17.5,8.76,stroking
17.6,8.76,stroking
17.7,8.74,stroking
17.8,8.76,stroking
17.9,8.74,stroking
18.0,8.76,stroking
18.1,8.74,stroking
18.2,8.74,stroking
18.3,8.74,stroking
18.4,8.74,stroking
18.5,8.74,stroking
18.6,8.74,stroking
18.7,8.72,stroking
18.8,8.72,stroking
18.9,8.72,stroking
19.0,8.72,stroking
19.1,8.69,stroking
19.2,8.69,stroking
19.3,8.67,stroking
19.4,8.67,stroking
19.5,8.69,stroking
19.6,8.67,stroking
19.7,8.67,stroking
19.8,8.69,stroking
19.9,8.64,stroking
20.0,8.67,stroking
20.1,8.67,stroking
20.2,8.64,stroking
20.3,8.64,stroking
20.4,8.67,stroking
20.5,8.64,stroking
20.6,8.62,stroking
20.7,8.62,stroking
20.8,8.62,stroking
20.9,8.62,stroking
21.0,8.62,stroking
21.1,8.62,stroking
21.2,8.64,stroking
21.3,8.62,stroking
21.4,8.62,stroking
21.5,8.62,stroking
21.6,8.62,stroking
21.7,8.62,stroking
21.8,8.62,stroking
21.9,8.59,stroking
22.0,8.64,stroking
22.1,8.62,stroking
22.2,8.62,stroking
22.3,8.62,stroking
22.4,8.62,stroking
22.5,8.59,stroking
22.6,8.62,stroking
22.7,8.62,stroking
22.8,8.62,stroking
22.9,8.62,stroking
23.0,8.62,stroking
23.1,8.62,stroking
23.2,8.59,stroking
23.3,8.62,stroking
23.4,8.62,stroking
23.5,8.62,stroking
23.6,8.62,stroking
23.7,8.59,stroking
23.8,8.59,stroking
23.9,8.62,stroking
24.0,8.59,stroking
24.1,8.59,stroking
24.2,8.59,stroking
24.3,8.59,stroking
24.4,8.59,stroking
24.5,8.59,stroking
24.6,8.59,stroking
24.7,8.59,stroking
24.8,8.59,stroking
24.9,8.59,stroking
25.0,8.59,stroking
25.1,8.57,stroking
25.2,8.59,stroking
25.3,8.59,stroking
25.4,8.57,stroking
25.5,8.59,stroking
25.6,8.57,stroking
25.7,8.57,stroking
25.8,8.59,stroking
25.9,8.59,stroking
26.0,8.59,stroking
26.1,8.59,stroking
26.2,8.57,stroking
26.3,8.59,stroking
26.4,8.59,stroking
26.5,8.59,stroking
26.6,8.59,stroking
26.7,8.57,stroking
26.8,8.59,stroking
26.9,8.57,stroking
27.0,8.57,stroking
27.1,8.57,stroking
27.2,8.59,stroking
27.3,8.57,stroking
27.4,8.57,stroking
27.5,8.54,stroking
27.6,8.59,stroking
27.7,8.57,stroking
27.8,8.57,stroking
27.9,8.57,stroking
28.0,8.59,stroking
28.1,8.57,stroking
28.2,8.59,stroking
28.3,8.57,stroking
28.4,8.54,stroking
28.5,8.54,stroking
28.6,8.57,stroking
28.7,8.57,stroking
28.8,8.57,stroking
28.9,8.57,stroking
29.0,8.54,stroking
29.1,8.54,stroking
29.2,8.54,stroking
29.3,8.52,stroking
29.4,8.54,stroking
29.5,8.54,stroking
29.6,8.54,stroking
